0,0.1695,0.16666666666666666
100,0.3525,0.3516666666666667
200,0.51575,0.5144907407407407
300,0.61925,0.6191666666666666
400,0.6315,0.6258796296296296
500,0.63025,0.6198611111111111
600,0.681,0.6802777777777778
700,0.69925,0.6850925925925926
800,0.6625,0.6481944444444444
900,0.67675,0.6825462962962963
1000,0.70475,0.7090740740740741
1100,0.7345,0.7176851851851852
1200,0.7435,0.73875
1300,0.72325,0.7298148148148148
1400,0.75,0.7441203703703704
1500,0.71425,0.7114351851851852
1600,0.7685,0.760787037037037
1700,0.766,0.7665277777777778
1800,0.769,0.7660185185185185
1900,0.76025,0.7605092592592593
2000,0.73575,0.7332407407407407
2100,0.78275,0.7814814814814814
2200,0.78625,0.7798148148148148
2300,0.77525,0.7708796296296296
2400,0.78575,0.791712962962963
2500,0.7855,0.7815277777777778
2600,0.7995,0.7923148148148148
2700,0.79775,0.7909722222222222
2800,0.779,0.7743981481481481
2900,0.78775,0.7864351851851852
3000,0.8005,0.7958796296296297
3100,0.78375,0.7850925925925926
3200,0.7925,0.789537037037037
3300,0.789,0.7918518518518518
3400,0.79575,0.7968055555555555
3500,0.801,0.7998611111111111
3600,0.80725,0.8055555555555556
3700,0.7875,0.7926388888888889
3800,0.78875,0.795787037037037
3900,0.812,0.8068981481481482
4000,0.791,0.7806944444444445
4100,0.78525,0.7877777777777778
4200,0.808,0.8004166666666667
4300,0.80575,0.7975462962962963
4400,0.7735,0.7770370370370371
4500,0.81425,0.8072222222222222
4600,0.811,0.8010185185185185
4700,0.7975,0.790787037037037
4800,0.79125,0.7852314814814815
4900,0.81825,0.8164814814814815
5000,0.8075,0.8047222222222222
5100,0.806,0.8056018518518518
5200,0.82275,0.815324074074074
5300,0.808,0.8089814814814815
5400,0.809,0.8176851851851852
5500,0.8185,0.8191666666666667
5600,0.823,0.8147222222222222
5700,0.807,0.7998611111111111
5800,0.79875,0.8008796296296297
5900,0.811,0.8101851851851852
6000,0.806,0.8140740740740741
6100,0.80675,0.8059259259259259
6200,0.803,0.79875
6300,0.8155,0.8130092592592593
6400,0.83675,0.8183333333333334
6500,0.82725,0.8231481481481482
6600,0.8265,0.8205092592592592
6700,0.8185,0.8212037037037037
6800,0.824,0.8250925925925926
6900,0.8065,0.8059722222222222
7000,0.7985,0.8145370370370371
7100,0.811,0.8128240740740741
7200,0.821,0.8158796296296297
7300,0.8265,0.8200925925925926
7400,0.82075,0.8211574074074074
7500,0.82225,0.8157407407407408
7600,0.78,0.7837962962962963
7700,0.8325,0.8230092592592593
7800,0.8245,0.8111574074074074
7900,0.83975,0.8248611111111112
8000,0.83075,0.8291666666666667
8100,0.83875,0.8256944444444444
8200,0.80975,0.815324074074074
8300,0.83,0.8220833333333334
8400,0.8265,0.8258796296296296
8500,0.83875,0.8356944444444444
8600,0.84275,0.8272685185185186
8700,0.83325,0.8327314814814815
8800,0.7985,0.8144907407407408
8900,0.82475,0.8280555555555555
9000,0.821,0.8181018518518518
9100,0.82225,0.8291203703703703
9200,0.821,0.8239351851851852
9300,0.83275,0.8325462962962963
9400,0.83275,0.8205555555555556
9500,0.833,0.8318055555555556
9600,0.83525,0.8345370370370371
9700,0.84925,0.8306018518518519
9800,0.8245,0.8365277777777778
9900,0.81875,0.8203703703703704
