0,0.37425,0.35625
100,0.799,0.7914814814814815
200,0.82275,0.8194444444444444
300,0.831,0.83
400,0.845,0.8393518518518519
500,0.85125,0.8462962962962963
600,0.86875,0.8476851851851852
700,0.84975,0.8443981481481482
800,0.87375,0.8472222222222222
900,0.8755,0.859212962962963
1000,0.86575,0.8537962962962963
1100,0.864,0.8557870370370371
1200,0.87725,0.8607870370370371
1300,0.87475,0.86125
1400,0.892,0.8635185185185185
1500,0.88475,0.8619907407407408
1600,0.88725,0.8640740740740741
1700,0.8815,0.8650462962962963
1800,0.89125,0.8647222222222222
1900,0.89675,0.8635648148148148
